_id,,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
{'$oid': '65ec3b9ddfac9a2248e17b89'},20575,Morocco,Sorghum,1997,5338,346,12214.0,18.31
{'$oid': '65ec3b9ddfac9a2248e17b8a'},20576,Morocco,Sorghum,1997,5338,346,12214.0,18.65
{'$oid': '65ec3b9ddfac9a2248e17b8b'},20577,Morocco,Soybeans,1997,10000,346,12214.0,18.31
{'$oid': '65ec3b9ddfac9a2248e17b8c'},20578,Morocco,Soybeans,1997,10000,346,12214.0,18.65
{'$oid': '65ec3b9ddfac9a2248e17b8d'},20579,Morocco,Sweet potatoes,1997,181882,346,12214.0,18.31
{'$oid': '65ec3b9ddfac9a2248e17b8e'},20580,Morocco,Sweet potatoes,1997,181882,346,12214.0,18.65
{'$oid': '65ec3b9ddfac9a2248e17b8f'},20581,Morocco,Wheat,1997,9292,346,12214.0,18.31
{'$oid': '65ec3b9ddfac9a2248e17b90'},20582,Morocco,Wheat,1997,9292,346,12214.0,18.65
{'$oid': '65ec3b9ddfac9a2248e17b91'},20583,Morocco,Maize,1998,6468,346,12621.14,18.21
{'$oid': '65ec3b9ddfac9a2248e17b92'},20584,Morocco,Maize,1998,6468,346,12621.14,18.24
{'$oid': '65ec3b9ddfac9a2248e17b93'},20585,Morocco,Potatoes,1998,190427,346,12621.14,18.21
{'$oid': '65ec3b9ddfac9a2248e17b94'},20586,Morocco,Potatoes,1998,190427,346,12621.14,18.24
{'$oid': '65ec3b9ddfac9a2248e17b95'},20587,Morocco,"Rice, paddy",1998,54108,346,12621.14,18.21
{'$oid': '65ec3b9ddfac9a2248e17b96'},20588,Morocco,"Rice, paddy",1998,54108,346,12621.14,18.24
{'$oid': '65ec3b9ddfac9a2248e17b97'},20589,Morocco,Sorghum,1998,7019,346,12621.14,18.21
{'$oid': '65ec3b9ddfac9a2248e17b98'},20590,Morocco,Sorghum,1998,7019,346,12621.14,18.24
{'$oid': '65ec3b9ddfac9a2248e17b99'},20591,Morocco,Soybeans,1998,4000,346,12621.14,18.21
{'$oid': '65ec3b9ddfac9a2248e17b9a'},20592,Morocco,Soybeans,1998,4000,346,12621.14,18.24
{'$oid': '65ec3b9ddfac9a2248e17b9b'},20593,Morocco,Sweet potatoes,1998,184706,346,12621.14,18.21
{'$oid': '65ec3b9ddfac9a2248e17b9c'},20594,Morocco,Sweet potatoes,1998,184706,346,12621.14,18.24
{'$oid': '65ec3b9ddfac9a2248e17b9d'},20595,Morocco,Wheat,1998,14184,346,12621.14,18.21
{'$oid': '65ec3b9ddfac9a2248e17b9e'},20596,Morocco,Wheat,1998,14184,346,12621.14,18.24
{'$oid': '65ec3b9ddfac9a2248e17b9f'},20597,Morocco,Maize,1999,4120,346,13028.29,17.68
{'$oid': '65ec3b9ddfac9a2248e17ba0'},20598,Morocco,Maize,1999,4120,346,13028.29,17.88
{'$oid': '65ec3b9ddfac9a2248e17ba1'},20599,Morocco,Potatoes,1999,183361,346,13028.29,17.68
{'$oid': '65ec3b9ddfac9a2248e17ba2'},20600,Morocco,Potatoes,1999,183361,346,13028.29,17.88
{'$oid': '65ec3b9ddfac9a2248e17ba3'},20601,Morocco,"Rice, paddy",1999,45000,346,13028.29,17.68
{'$oid': '65ec3b9ddfac9a2248e17ba4'},20602,Morocco,"Rice, paddy",1999,45000,346,13028.29,17.88
{'$oid': '65ec3b9ddfac9a2248e17ba5'},20603,Morocco,Sorghum,1999,6264,346,13028.29,17.68
{'$oid': '65ec3b9ddfac9a2248e17ba6'},20604,Morocco,Sorghum,1999,6264,346,13028.29,17.88
{'$oid': '65ec3b9ddfac9a2248e17ba7'},20605,Morocco,Soybeans,1999,11200,346,13028.29,17.68
{'$oid': '65ec3b9ddfac9a2248e17ba8'},20606,Morocco,Soybeans,1999,11200,346,13028.29,17.88
{'$oid': '65ec3b9ddfac9a2248e17ba9'},20607,Morocco,Sweet potatoes,1999,133761,346,13028.29,17.68
{'$oid': '65ec3b9ddfac9a2248e17baa'},20608,Morocco,Sweet potatoes,1999,133761,346,13028.29,17.88
{'$oid': '65ec3b9ddfac9a2248e17bab'},20609,Morocco,Wheat,1999,8004,346,13028.29,17.68
{'$oid': '65ec3b9ddfac9a2248e17bac'},20610,Morocco,Wheat,1999,8004,346,13028.29,17.88
{'$oid': '65ec3b9ddfac9a2248e17bad'},20611,Morocco,Maize,2000,4000,346,13435.43,18.16
{'$oid': '65ec3b9ddfac9a2248e17bae'},20612,Morocco,Maize,2000,4000,346,13435.43,18.14
{'$oid': '65ec3b9ddfac9a2248e17baf'},20613,Morocco,Potatoes,2000,180193,346,13435.43,18.16
{'$oid': '65ec3b9ddfac9a2248e17bb0'},20614,Morocco,Potatoes,2000,180193,346,13435.43,18.14
{'$oid': '65ec3b9ddfac9a2248e17bb1'},20615,Morocco,"Rice, paddy",2000,45000,346,13435.43,18.16
{'$oid': '65ec3b9ddfac9a2248e17bb2'},20616,Morocco,"Rice, paddy",2000,45000,346,13435.43,18.14
{'$oid': '65ec3b9ddfac9a2248e17bb3'},20617,Morocco,Sorghum,2000,7205,346,13435.43,18.16
{'$oid': '65ec3b9ddfac9a2248e17bb4'},20618,Morocco,Sorghum,2000,7205,346,13435.43,18.14
{'$oid': '65ec3b9ddfac9a2248e17bb5'},20619,Morocco,Soybeans,2000,12000,346,13435.43,18.16
{'$oid': '65ec3b9ddfac9a2248e17bb6'},20620,Morocco,Soybeans,2000,12000,346,13435.43,18.14
{'$oid': '65ec3b9ddfac9a2248e17bb7'},20621,Morocco,Sweet potatoes,2000,166275,346,13435.43,18.16
{'$oid': '65ec3b9ddfac9a2248e17bb8'},20622,Morocco,Sweet potatoes,2000,166275,346,13435.43,18.14
{'$oid': '65ec3b9ddfac9a2248e17bb9'},20623,Morocco,Wheat,2000,4758,346,13435.43,18.16
{'$oid': '65ec3b9ddfac9a2248e17bba'},20624,Morocco,Wheat,2000,4758,346,13435.43,18.14
{'$oid': '65ec3b9ddfac9a2248e17bbb'},20625,Morocco,Maize,2001,2107,346,13842.57,18.73
{'$oid': '65ec3b9ddfac9a2248e17bbc'},20626,Morocco,Maize,2001,2107,346,13842.57,18.56
{'$oid': '65ec3b9ddfac9a2248e17bbd'},20627,Morocco,Potatoes,2001,187740,346,13842.57,18.73
{'$oid': '65ec3b9ddfac9a2248e17bbe'},20628,Morocco,Potatoes,2001,187740,346,13842.57,18.56
{'$oid': '65ec3b9ddfac9a2248e17bbf'},20629,Morocco,"Rice, paddy",2001,52773,346,13842.57,18.73
{'$oid': '65ec3b9ddfac9a2248e17bc0'},20630,Morocco,"Rice, paddy",2001,52773,346,13842.57,18.56
{'$oid': '65ec3b9ddfac9a2248e17bc1'},20631,Morocco,Sorghum,2001,5845,346,13842.57,18.73
{'$oid': '65ec3b9ddfac9a2248e17bc2'},20632,Morocco,Sorghum,2001,5845,346,13842.57,18.56
{'$oid': '65ec3b9ddfac9a2248e17bc3'},20633,Morocco,Soybeans,2001,10000,346,13842.57,18.73
{'$oid': '65ec3b9ddfac9a2248e17bc4'},20634,Morocco,Soybeans,2001,10000,346,13842.57,18.56
{'$oid': '65ec3b9ddfac9a2248e17bc5'},20635,Morocco,Sweet potatoes,2001,123061,346,13842.57,18.73
{'$oid': '65ec3b9ddfac9a2248e17bc6'},20636,Morocco,Sweet potatoes,2001,123061,346,13842.57,18.56
{'$oid': '65ec3b9ddfac9a2248e17bc7'},20637,Morocco,Wheat,2001,12280,346,13842.57,18.73
{'$oid': '65ec3b9ddfac9a2248e17bc8'},20638,Morocco,Wheat,2001,12280,346,13842.57,18.56
{'$oid': '65ec3b9ddfac9a2248e17bc9'},20639,Morocco,Maize,2002,7494,346,14249.71,18.25
{'$oid': '65ec3b9ddfac9a2248e17bca'},20640,Morocco,Maize,2002,7494,346,14249.71,18.19
{'$oid': '65ec3b9ddfac9a2248e17bcb'},20641,Morocco,Potatoes,2002,231985,346,14249.71,18.25
{'$oid': '65ec3b9ddfac9a2248e17bcc'},20642,Morocco,Potatoes,2002,231985,346,14249.71,18.19
{'$oid': '65ec3b9ddfac9a2248e17bcd'},20643,Morocco,"Rice, paddy",2002,41453,346,14249.71,18.25
{'$oid': '65ec3b9ddfac9a2248e17bce'},20644,Morocco,"Rice, paddy",2002,41453,346,14249.71,18.19
{'$oid': '65ec3b9ddfac9a2248e17bcf'},20645,Morocco,Sorghum,2002,4982,346,14249.71,18.25
{'$oid': '65ec3b9ddfac9a2248e17bd0'},20646,Morocco,Sorghum,2002,4982,346,14249.71,18.19
{'$oid': '65ec3b9ddfac9a2248e17bd1'},20647,Morocco,Soybeans,2002,10000,346,14249.71,18.25
{'$oid': '65ec3b9ddfac9a2248e17bd2'},20648,Morocco,Soybeans,2002,10000,346,14249.71,18.19
{'$oid': '65ec3b9ddfac9a2248e17bd3'},20649,Morocco,Sweet potatoes,2002,136703,346,14249.71,18.25
{'$oid': '65ec3b9ddfac9a2248e17bd4'},20650,Morocco,Sweet potatoes,2002,136703,346,14249.71,18.19
{'$oid': '65ec3b9ddfac9a2248e17bd5'},20651,Morocco,Wheat,2002,12793,346,14249.71,18.25
{'$oid': '65ec3b9ddfac9a2248e17bd6'},20652,Morocco,Wheat,2002,12793,346,14249.71,18.19
{'$oid': '65ec3b9ddfac9a2248e17bd7'},20653,Morocco,Maize,2004,9152,346,15064.0,18.07
{'$oid': '65ec3b9ddfac9a2248e17bd8'},20654,Morocco,Maize,2004,9152,346,15064.0,18.21
{'$oid': '65ec3b9ddfac9a2248e17bd9'},20655,Morocco,Potatoes,2004,241650,346,15064.0,18.07
{'$oid': '65ec3b9ddfac9a2248e17bda'},20656,Morocco,Potatoes,2004,241650,346,15064.0,18.21
{'$oid': '65ec3b9ddfac9a2248e17bdb'},20657,Morocco,"Rice, paddy",2004,67045,346,15064.0,18.07
{'$oid': '65ec3b9ddfac9a2248e17bdc'},20658,Morocco,"Rice, paddy",2004,67045,346,15064.0,18.21
{'$oid': '65ec3b9ddfac9a2248e17bdd'},20659,Morocco,Sorghum,2004,8233,346,15064.0,18.07
{'$oid': '65ec3b9ddfac9a2248e17bde'},20660,Morocco,Sorghum,2004,8233,346,15064.0,18.21
{'$oid': '65ec3b9ddfac9a2248e17bdf'},20661,Morocco,Soybeans,2004,10000,346,15064.0,18.07
{'$oid': '65ec3b9ddfac9a2248e17be0'},20662,Morocco,Soybeans,2004,10000,346,15064.0,18.21
{'$oid': '65ec3b9ddfac9a2248e17be1'},20663,Morocco,Sweet potatoes,2004,157333,346,15064.0,18.07
{'$oid': '65ec3b9ddfac9a2248e17be2'},20664,Morocco,Sweet potatoes,2004,157333,346,15064.0,18.21
{'$oid': '65ec3b9ddfac9a2248e17be3'},20665,Morocco,Wheat,2004,18082,346,15064.0,18.07
{'$oid': '65ec3b9ddfac9a2248e17be4'},20666,Morocco,Wheat,2004,18082,346,15064.0,18.21
{'$oid': '65ec3b9ddfac9a2248e17be5'},20667,Morocco,Maize,2005,2036,346,13966.0,18.18
{'$oid': '65ec3b9ddfac9a2248e17be6'},20668,Morocco,Maize,2005,2036,346,13966.0,18.15
{'$oid': '65ec3b9ddfac9a2248e17be7'},20669,Morocco,Potatoes,2005,238090,346,13966.0,18.18
{'$oid': '65ec3b9ddfac9a2248e17be8'},20670,Morocco,Potatoes,2005,238090,346,13966.0,18.15
{'$oid': '65ec3b9ddfac9a2248e17be9'},20671,Morocco,"Rice, paddy",2005,68000,346,13966.0,18.18
{'$oid': '65ec3b9ddfac9a2248e17bea'},20672,Morocco,"Rice, paddy",2005,68000,346,13966.0,18.15
{'$oid': '65ec3b9ddfac9a2248e17beb'},20673,Morocco,Sorghum,2005,5451,346,13966.0,18.18
{'$oid': '65ec3b9ddfac9a2248e17bec'},20674,Morocco,Sorghum,2005,5451,346,13966.0,18.15
{'$oid': '65ec3b9ddfac9a2248e17bed'},20675,Morocco,Soybeans,2005,10000,346,13966.0,18.18
{'$oid': '65ec3b9ddfac9a2248e17bee'},20676,Morocco,Soybeans,2005,10000,346,13966.0,18.15
{'$oid': '65ec3b9ddfac9a2248e17bef'},20677,Morocco,Sweet potatoes,2005,129483,346,13966.0,18.18
{'$oid': '65ec3b9ddfac9a2248e17bf0'},20678,Morocco,Sweet potatoes,2005,129483,346,13966.0,18.15
{'$oid': '65ec3b9ddfac9a2248e17bf1'},20679,Morocco,Wheat,2005,10261,346,13966.0,18.18
{'$oid': '65ec3b9ddfac9a2248e17bf2'},20680,Morocco,Wheat,2005,10261,346,13966.0,18.15
{'$oid': '65ec3b9ddfac9a2248e17bf3'},20681,Morocco,Maize,2006,12198,346,13697.0,18.38
{'$oid': '65ec3b9ddfac9a2248e17bf4'},20682,Morocco,Maize,2006,12198,346,13697.0,18.51
{'$oid': '65ec3b9ddfac9a2248e17bf5'},20683,Morocco,Potatoes,2006,263272,346,13697.0,18.38
{'$oid': '65ec3b9ddfac9a2248e17bf6'},20684,Morocco,Potatoes,2006,263272,346,13697.0,18.51
{'$oid': '65ec3b9ddfac9a2248e17bf7'},20685,Morocco,"Rice, paddy",2006,68000,346,13697.0,18.38
{'$oid': '65ec3b9ddfac9a2248e17bf8'},20686,Morocco,"Rice, paddy",2006,68000,346,13697.0,18.51
{'$oid': '65ec3b9ddfac9a2248e17bf9'},20687,Morocco,Sorghum,2006,7841,346,13697.0,18.38
{'$oid': '65ec3b9ddfac9a2248e17bfa'},20688,Morocco,Sorghum,2006,7841,346,13697.0,18.51
{'$oid': '65ec3b9ddfac9a2248e17bfb'},20689,Morocco,Soybeans,2006,10000,346,13697.0,18.38
{'$oid': '65ec3b9ddfac9a2248e17bfc'},20690,Morocco,Soybeans,2006,10000,346,13697.0,18.51
{'$oid': '65ec3b9ddfac9a2248e17bfd'},20691,Morocco,Sweet potatoes,2006,179115,346,13697.0,18.38
{'$oid': '65ec3b9ddfac9a2248e17bfe'},20692,Morocco,Sweet potatoes,2006,179115,346,13697.0,18.51
{'$oid': '65ec3b9ddfac9a2248e17bff'},20693,Morocco,Wheat,2006,20365,346,13697.0,18.38
{'$oid': '65ec3b9ddfac9a2248e17c00'},20694,Morocco,Wheat,2006,20365,346,13697.0,18.51
{'$oid': '65ec3b9ddfac9a2248e17c01'},20695,Morocco,Maize,2007,4155,346,13697.0,17.93
{'$oid': '65ec3b9ddfac9a2248e17c02'},20696,Morocco,Maize,2007,4155,346,13697.0,17.99
{'$oid': '65ec3b9ddfac9a2248e17c03'},20697,Morocco,Potatoes,2007,247975,346,13697.0,17.93
{'$oid': '65ec3b9ddfac9a2248e17c04'},20698,Morocco,Potatoes,2007,247975,346,13697.0,17.99
{'$oid': '65ec3b9ddfac9a2248e17c05'},20699,Morocco,"Rice, paddy",2007,73667,346,13697.0,17.93
{'$oid': '65ec3b9ddfac9a2248e17c06'},20700,Morocco,"Rice, paddy",2007,73667,346,13697.0,17.99
{'$oid': '65ec3b9ddfac9a2248e17c07'},20701,Morocco,Sorghum,2007,6234,346,13697.0,17.93
{'$oid': '65ec3b9ddfac9a2248e17c08'},20702,Morocco,Sorghum,2007,6234,346,13697.0,17.99
{'$oid': '65ec3b9ddfac9a2248e17c09'},20703,Morocco,Soybeans,2007,10000,346,13697.0,17.93
{'$oid': '65ec3b9ddfac9a2248e17c0a'},20704,Morocco,Soybeans,2007,10000,346,13697.0,17.99
{'$oid': '65ec3b9ddfac9a2248e17c0b'},20705,Morocco,Sweet potatoes,2007,178351,346,13697.0,17.93
{'$oid': '65ec3b9ddfac9a2248e17c0c'},20706,Morocco,Sweet potatoes,2007,178351,346,13697.0,17.99
{'$oid': '65ec3b9ddfac9a2248e17c0d'},20707,Morocco,Wheat,2007,6154,346,13697.0,17.93
{'$oid': '65ec3b9ddfac9a2248e17c0e'},20708,Morocco,Wheat,2007,6154,346,13697.0,17.99
{'$oid': '65ec3b9ddfac9a2248e17c0f'},20709,Morocco,Maize,2008,5515,346,13697.0,17.8
{'$oid': '65ec3b9ddfac9a2248e17c10'},20710,Morocco,Maize,2008,5515,346,13697.0,17.96
{'$oid': '65ec3b9ddfac9a2248e17c11'},20711,Morocco,Potatoes,2008,244675,346,13697.0,17.8
{'$oid': '65ec3b9ddfac9a2248e17c12'},20712,Morocco,Potatoes,2008,244675,346,13697.0,17.96
{'$oid': '65ec3b9ddfac9a2248e17c13'},20713,Morocco,"Rice, paddy",2008,69563,346,13697.0,17.8
{'$oid': '65ec3b9ddfac9a2248e17c14'},20714,Morocco,"Rice, paddy",2008,69563,346,13697.0,17.96
{'$oid': '65ec3b9ddfac9a2248e17c15'},20715,Morocco,Sorghum,2008,8683,346,13697.0,17.8
{'$oid': '65ec3b9ddfac9a2248e17c16'},20716,Morocco,Sorghum,2008,8683,346,13697.0,17.96
{'$oid': '65ec3b9ddfac9a2248e17c17'},20717,Morocco,Soybeans,2008,10000,346,13697.0,17.8
{'$oid': '65ec3b9ddfac9a2248e17c18'},20718,Morocco,Soybeans,2008,10000,346,13697.0,17.96
{'$oid': '65ec3b9ddfac9a2248e17c19'},20719,Morocco,Sweet potatoes,2008,174320,346,13697.0,17.8
{'$oid': '65ec3b9ddfac9a2248e17c1a'},20720,Morocco,Sweet potatoes,2008,174320,346,13697.0,17.96
{'$oid': '65ec3b9ddfac9a2248e17c1b'},20721,Morocco,Wheat,2008,13189,346,13697.0,17.8
{'$oid': '65ec3b9ddfac9a2248e17c1c'},20722,Morocco,Wheat,2008,13189,346,13697.0,17.96
{'$oid': '65ec3b9ddfac9a2248e17c1d'},20723,Morocco,Maize,2009,9151,346,13697.0,18.56
{'$oid': '65ec3b9ddfac9a2248e17c1e'},20724,Morocco,Maize,2009,9151,346,13697.0,18.73
{'$oid': '65ec3b9ddfac9a2248e17c1f'},20725,Morocco,Potatoes,2009,195328,346,13697.0,18.56
{'$oid': '65ec3b9ddfac9a2248e17c20'},20726,Morocco,Potatoes,2009,195328,346,13697.0,18.73
{'$oid': '65ec3b9ddfac9a2248e17c21'},20727,Morocco,"Rice, paddy",2009,64154,346,13697.0,18.56
{'$oid': '65ec3b9ddfac9a2248e17c22'},20728,Morocco,"Rice, paddy",2009,64154,346,13697.0,18.73
{'$oid': '65ec3b9ddfac9a2248e17c23'},20729,Morocco,Sorghum,2009,8878,346,13697.0,18.56
{'$oid': '65ec3b9ddfac9a2248e17c24'},20730,Morocco,Sorghum,2009,8878,346,13697.0,18.73
{'$oid': '65ec3b9ddfac9a2248e17c25'},20731,Morocco,Soybeans,2009,10000,346,13697.0,18.56
{'$oid': '65ec3b9ddfac9a2248e17c26'},20732,Morocco,Soybeans,2009,10000,346,13697.0,18.73
{'$oid': '65ec3b9ddfac9a2248e17c27'},20733,Morocco,Sweet potatoes,2009,170964,346,13697.0,18.56
{'$oid': '65ec3b9ddfac9a2248e17c28'},20734,Morocco,Sweet potatoes,2009,170964,346,13697.0,18.73
{'$oid': '65ec3b9ddfac9a2248e17c29'},20735,Morocco,Wheat,2009,21398,346,13697.0,18.56
{'$oid': '65ec3b9ddfac9a2248e17c2a'},20736,Morocco,Wheat,2009,21398,346,13697.0,18.73
{'$oid': '65ec3b9ddfac9a2248e17c2b'},20737,Morocco,Maize,2010,12132,346,13697.0,18.83
{'$oid': '65ec3b9ddfac9a2248e17c2c'},20738,Morocco,Maize,2010,12132,346,13697.0,18.87
{'$oid': '65ec3b9ddfac9a2248e17c2d'},20739,Morocco,Potatoes,2010,283502,346,13697.0,18.83
{'$oid': '65ec3b9ddfac9a2248e17c2e'},20740,Morocco,Potatoes,2010,283502,346,13697.0,18.87
{'$oid': '65ec3b9ddfac9a2248e17c2f'},20741,Morocco,"Rice, paddy",2010,68270,346,13697.0,18.83
{'$oid': '65ec3b9ddfac9a2248e17c30'},20742,Morocco,"Rice, paddy",2010,68270,346,13697.0,18.87
{'$oid': '65ec3b9ddfac9a2248e17c31'},20743,Morocco,Sorghum,2010,6632,346,13697.0,18.83
{'$oid': '65ec3b9ddfac9a2248e17c32'},20744,Morocco,Sorghum,2010,6632,346,13697.0,18.87
{'$oid': '65ec3b9ddfac9a2248e17c33'},20745,Morocco,Soybeans,2010,10000,346,13697.0,18.83
{'$oid': '65ec3b9ddfac9a2248e17c34'},20746,Morocco,Soybeans,2010,10000,346,13697.0,18.87
{'$oid': '65ec3b9ddfac9a2248e17c35'},20747,Morocco,Sweet potatoes,2010,166600,346,13697.0,18.83
{'$oid': '65ec3b9ddfac9a2248e17c36'},20748,Morocco,Sweet potatoes,2010,166600,346,13697.0,18.87
{'$oid': '65ec3b9ddfac9a2248e17c37'},20749,Morocco,Wheat,2010,17095,346,13697.0,18.83
{'$oid': '65ec3b9ddfac9a2248e17c38'},20750,Morocco,Wheat,2010,17095,346,13697.0,18.87
{'$oid': '65ec3b9ddfac9a2248e17c39'},20751,Morocco,Maize,2011,11533,346,13697.0,18.53
{'$oid': '65ec3b9ddfac9a2248e17c3a'},20752,Morocco,Maize,2011,11533,346,13697.0,18.59
{'$oid': '65ec3b9ddfac9a2248e17c3b'},20753,Morocco,Potatoes,2011,297584,346,13697.0,18.53
{'$oid': '65ec3b9ddfac9a2248e17c3c'},20754,Morocco,Potatoes,2011,297584,346,13697.0,18.59
{'$oid': '65ec3b9ddfac9a2248e17c3d'},20755,Morocco,"Rice, paddy",2011,70236,346,13697.0,18.53
{'$oid': '65ec3b9ddfac9a2248e17c3e'},20756,Morocco,"Rice, paddy",2011,70236,346,13697.0,18.59
{'$oid': '65ec3b9ddfac9a2248e17c3f'},20757,Morocco,Sorghum,2011,8011,346,13697.0,18.53
{'$oid': '65ec3b9ddfac9a2248e17c40'},20758,Morocco,Sorghum,2011,8011,346,13697.0,18.59
{'$oid': '65ec3b9ddfac9a2248e17c41'},20759,Morocco,Soybeans,2011,10000,346,13697.0,18.53
{'$oid': '65ec3b9ddfac9a2248e17c42'},20760,Morocco,Soybeans,2011,10000,346,13697.0,18.59
{'$oid': '65ec3b9ddfac9a2248e17c43'},20761,Morocco,Sweet potatoes,2011,213115,346,13697.0,18.53
{'$oid': '65ec3b9ddfac9a2248e17c44'},20762,Morocco,Sweet potatoes,2011,213115,346,13697.0,18.59
{'$oid': '65ec3b9ddfac9a2248e17c45'},20763,Morocco,Wheat,2011,19488,346,13697.0,18.53
{'$oid': '65ec3b9ddfac9a2248e17c46'},20764,Morocco,Wheat,2011,19488,346,13697.0,18.59
{'$oid': '65ec3b9ddfac9a2248e17c47'},20765,Morocco,Maize,2012,7648,346,13697.0,18.24
{'$oid': '65ec3b9ddfac9a2248e17c48'},20766,Morocco,Maize,2012,7648,346,13697.0,18.2
{'$oid': '65ec3b9ddfac9a2248e17c49'},20767,Morocco,Potatoes,2012,279800,346,13697.0,18.24
{'$oid': '65ec3b9ddfac9a2248e17c4a'},20768,Morocco,Potatoes,2012,279800,346,13697.0,18.2
{'$oid': '65ec3b9ddfac9a2248e17c4b'},20769,Morocco,"Rice, paddy",2012,76015,346,13697.0,18.24
{'$oid': '65ec3b9ddfac9a2248e17c4c'},20770,Morocco,"Rice, paddy",2012,76015,346,13697.0,18.2
{'$oid': '65ec3b9ddfac9a2248e17c4d'},20771,Morocco,Sorghum,2012,9475,346,13697.0,18.24
{'$oid': '65ec3b9ddfac9a2248e17c4e'},20772,Morocco,Sorghum,2012,9475,346,13697.0,18.2
{'$oid': '65ec3b9ddfac9a2248e17c4f'},20773,Morocco,Soybeans,2012,10000,346,13697.0,18.24
{'$oid': '65ec3b9ddfac9a2248e17c50'},20774,Morocco,Soybeans,2012,10000,346,13697.0,18.2
{'$oid': '65ec3b9ddfac9a2248e17c51'},20775,Morocco,Sweet potatoes,2012,270783,346,13697.0,18.24
{'$oid': '65ec3b9ddfac9a2248e17c52'},20776,Morocco,Sweet potatoes,2012,270783,346,13697.0,18.2
{'$oid': '65ec3b9ddfac9a2248e17c53'},20777,Morocco,Wheat,2012,12342,346,13697.0,18.24
{'$oid': '65ec3b9ddfac9a2248e17c54'},20778,Morocco,Wheat,2012,12342,346,13697.0,18.2
{'$oid': '65ec3b9ddfac9a2248e17c55'},20779,Morocco,Maize,2013,6632,346,13697.0,18.79
{'$oid': '65ec3b9ddfac9a2248e17c56'},20780,Morocco,Maize,2013,6632,346,13697.0,18.62
{'$oid': '65ec3b9ddfac9a2248e17c57'},20781,Morocco,Potatoes,2013,363561,346,13697.0,18.79
{'$oid': '65ec3b9ddfac9a2248e17c58'},20782,Morocco,Potatoes,2013,363561,346,13697.0,18.62
{'$oid': '65ec3b9ddfac9a2248e17c59'},20783,Morocco,"Rice, paddy",2013,75433,346,13697.0,18.79
{'$oid': '65ec3b9ddfac9a2248e17c5a'},20784,Morocco,"Rice, paddy",2013,75433,346,13697.0,18.62
{'$oid': '65ec3b9ddfac9a2248e17c5b'},20785,Morocco,Sorghum,2013,10637,346,13697.0,18.79
{'$oid': '65ec3b9ddfac9a2248e17c5c'},20786,Morocco,Sorghum,2013,10637,346,13697.0,18.62
{'$oid': '65ec3b9ddfac9a2248e17c5d'},20787,Morocco,Soybeans,2013,10000,346,13697.0,18.79
{'$oid': '65ec3b9ddfac9a2248e17c5e'},20788,Morocco,Soybeans,2013,10000,346,13697.0,18.62
{'$oid': '65ec3b9ddfac9a2248e17c5f'},20789,Morocco,Sweet potatoes,2013,245134,346,13697.0,18.79
{'$oid': '65ec3b9ddfac9a2248e17c60'},20790,Morocco,Sweet potatoes,2013,245134,346,13697.0,18.62
{'$oid': '65ec3b9ddfac9a2248e17c61'},20791,Morocco,Wheat,2013,21640,346,13697.0,18.79
{'$oid': '65ec3b9ddfac9a2248e17c62'},20792,Morocco,Wheat,2013,21640,346,13697.0,18.62
{'$oid': '65ec3b9ddfac9a2248e17c63'},20793,Mozambique,Cassava,1990,48612,1032,102.26,21.51
{'$oid': '65ec3b9ddfac9a2248e17c64'},20794,Mozambique,Maize,1990,4480,1032,102.26,21.51
{'$oid': '65ec3b9ddfac9a2248e17c65'},20795,Mozambique,Potatoes,1990,120710,1032,102.26,21.51
{'$oid': '65ec3b9ddfac9a2248e17c66'},20796,Mozambique,"Rice, paddy",1990,8747,1032,102.26,21.51
{'$oid': '65ec3b9ddfac9a2248e17c67'},20797,Mozambique,Sorghum,1990,4329,1032,102.26,21.51
{'$oid': '65ec3b9ddfac9a2248e17c68'},20798,Mozambique,Sweet potatoes,1990,58544,1032,102.26,21.51
{'$oid': '65ec3b9ddfac9a2248e17c69'},20799,Mozambique,Wheat,1990,18001,1032,102.26,21.51
{'$oid': '65ec3b9ddfac9a2248e17c6a'},20800,Mozambique,Cassava,1991,37965,1032,102.26,21.77
{'$oid': '65ec3b9ddfac9a2248e17c6b'},20801,Mozambique,Maize,1991,3241,1032,102.26,21.77
{'$oid': '65ec3b9ddfac9a2248e17c6c'},20802,Mozambique,Potatoes,1991,124670,1032,102.26,21.77
{'$oid': '65ec3b9ddfac9a2248e17c6d'},20803,Mozambique,"Rice, paddy",1991,5290,1032,102.26,21.77
{'$oid': '65ec3b9ddfac9a2248e17c6e'},20804,Mozambique,Sorghum,1991,3356,1032,102.26,21.77
{'$oid': '65ec3b9ddfac9a2248e17c6f'},20805,Mozambique,Sweet potatoes,1991,65029,1032,102.26,21.77
{'$oid': '65ec3b9ddfac9a2248e17c70'},20806,Mozambique,Wheat,1991,15000,1032,102.26,21.77
{'$oid': '65ec3b9ddfac9a2248e17c71'},20807,Mozambique,Cassava,1992,33284,1032,102.26,22.6
{'$oid': '65ec3b9ddfac9a2248e17c72'},20808,Mozambique,Maize,1992,1587,1032,102.26,22.6
{'$oid': '65ec3b9ddfac9a2248e17c73'},20809,Mozambique,Potatoes,1992,125440,1032,102.26,22.6
{'$oid': '65ec3b9ddfac9a2248e17c74'},20810,Mozambique,"Rice, paddy",1992,2988,1032,102.26,22.6
